TS,CG STI.CG STI.LoafGum.LoafGum01AverageTemp,CG STI.CG STI.LoafGum.LoafGum01MaxTemp,CG STI.CG STI.LoafGum.LoafGum01MinTemp,CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure
2024-08-13 05:44:06,23.868042,27.380005,21.343231,47.708336,-15.0,-15.4976845,-13.46933,-16.01852,-14.120369,37.984665,22.989004,23.53154,51.324463,4.105957,51.308002,40.44,40.0,50.18,50.0,40.22,40.0,3.4586954
2024-08-13 05:44:07,23.676361,26.805573,21.375214,47.627316,-15.0,-15.4976845,-13.46933,-16.047455,-14.120369,37.890625,23.191551,23.690683,51.28174,4.102539,51.308002,40.33,40.0,50.12,50.0,40.05,40.0,3.5474539
2024-08-13 05:44:08,24.02774,27.986176,21.4711,47.65046,-15.0,-15.4976845,-13.46933,-16.047455,-14.120369,37.883392,23.596643,23.22772,51.348877,4.10791,51.308002,40.22,40.0,50.12,50.0,40.05,40.0,3.5770397
2024-08-13 05:44:09,26.805573,38.543213,22.04654,47.766205,-15.0,-15.4976845,-13.483795,-16.047455,-14.134838,37.984665,24.348957,23.300058,51.275635,4.102051,51.308002,40.16,40.0,50.18,50.0,39.88,40.0,3.517868
2024-08-13 05:44:10,34.518707,43.489594,22.270325,47.63889,-15.0,-15.526619,-13.483795,-16.047455,-14.134838,37.883392,23.994503,24.081308,51.324463,4.105957,51.308002,40.16,40.0,50.12,50.0,39.77,40.0,3.5770397
2024-08-13 05:44:11,30.869232,41.476044,21.662964,47.63889,-15.0,-15.526619,-13.483795,-16.047455,-14.134838,37.984665,23.28559,23.574942,51.306152,4.104492,51.308002,39.93,40.0,50.12,50.0,39.77,40.0,3.6066265
2024-08-13 05:44:12,30.186676,41.55664,21.567017,47.65046,-15.0,-15.526619,-13.498264,-16.047455,-14.134838,37.984665,23.459202,22.996239,51.293945,4.1035156,51.308002,39.88,40.0,50.18,50.0,39.77,40.0,3.517868
2024-08-13 05:44:13,24.666565,35.335632,22.334259,47.71991,-15.0,-15.526619,-13.498264,-16.047455,-14.149303,37.883392,22.887732,22.29456,51.30005,4.104004,51.308002,39.82,40.0,50.12,50.0,39.77,40.0,3.6066265
2024-08-13 05:44:14,27.667145,40.67035,21.918701,47.66204,-15.0,-15.526619,-13.51273,-16.047455,-14.149303,37.984665,22.989004,23.061342,51.28174,4.102539,51.308002,39.71,40.0,50.18,50.0,39.71,40.0,3.5770397
2024-08-13 05:44:15,31.132141,42.174194,23.452728,47.685184,-15.0,-15.526619,-13.51273,-16.047455,-14.149303,38.09317,22.9239,23.357927,51.324463,4.105957,51.308002,39.6,40.0,50.12,50.0,39.71,40.0,3.517868
2024-08-13 05:44:16,29.676544,43.435944,21.982635,47.63889,-15.0,-15.526619,-13.51273,-16.047455,-14.149303,37.984665,23.89323,23.097511,51.28174,4.102539,51.308002,39.54,40.0,50.12,50.0,39.77,40.0,3.517868
2024-08-13 05:44:17,27.986176,42.684326,21.4711,47.67361,-15.0,-15.526619,-13.51273,-16.047455,-14.149303,37.984665,24.052372,23.37963,51.33667,4.1069336,51.308002,39.54,40.0,50.12,50.0,39.71,40.0,3.5770397
2024-08-13 05:44:18,23.676361,28.974976,21.279266,47.73148,-15.0,-15.526619,-13.51273,-16.047455,-14.163773,38.085938,23.198786,23.488136,51.275635,4.102051,51.308002,39.54,40.0,50.18,50.0,39.71,40.0,3.6066265
2024-08-13 05:44:19,23.708282,26.167236,21.407166,47.71991,-15.0,-15.526619,-13.527199,-16.047455,-14.163773,37.984665,23.242188,23.488136,51.31836,4.1054688,51.308002,39.6,40.0,50.12,50.0,39.71,40.0,3.517868
2024-08-13 05:44:20,23.708282,26.03955,21.215332,47.71991,-15.0,-15.526619,-13.527199,-16.047455,-14.178242,37.984665,23.791956,22.20052,51.28174,4.102539,51.308002,39.54,40.0,50.18,50.0,39.77,40.0,3.5474539
2024-08-13 05:44:21,23.580505,25.049805,21.279266,47.685184,-15.0,-15.526619,-13.527199,-16.047455,-14.178242,38.085938,22.71412,22.793692,51.31836,4.1054688,51.308002,39.6,40.0,50.12,50.0,39.77,40.0,3.5474539
2024-08-13 05:44:22,23.612457,26.199127,21.279266,47.67361,-15.0,-15.526619,-13.541664,-16.047455,-14.192711,37.984665,22.887732,22.497107,51.28174,4.102539,51.308002,39.6,40.0,50.12,50.0,39.82,40.0,3.429109
2024-08-13 05:44:23,23.612457,25.975677,21.311249,47.77778,-15.0,-15.526619,-13.527199,-16.047455,-14.192711,37.984665,22.735823,22.301794,51.312256,4.1049805,51.308002,39.6,40.0,50.18,50.0,39.77,40.0,3.5770397
2024-08-13 05:44:24,23.740234,26.326813,21.247284,47.71991,-15.0,-15.526619,-13.541664,-16.047455,-14.192711,38.085938,24.31279,22.800926,51.31836,4.1054688,51.308002,39.6,40.0,50.18,50.0,39.82,40.0,3.5474539
2024-08-13 05:44:25,23.963867,27.411896,21.630981,47.685184,-15.0,-15.526619,-13.541664,-16.047455,-14.192711,37.984665,23.791956,23.791956,51.28174,4.102539,51.308002,39.6,40.0,50.12,50.0,39.82,40.0,3.4586954
2024-08-13 05:44:26,27.348083,38.018524,22.589935,47.766205,-15.0,-15.526619,-13.541664,-16.047455,-14.192711,37.926792,23.394098,23.444735,51.324463,4.105957,51.308002,39.71,40.0,50.18,50.0,39.82,40.0,3.5770397
2024-08-13 05:44:27,28.273285,42.20105,22.621887,47.743053,-15.0,-15.526619,-13.541664,-16.047455,-14.207176,37.984665,23.748552,23.770254,51.275635,4.102051,51.308002,39.77,40.0,50.12,50.0,39.88,40.0,3.5770397
2024-08-13 05:44:28,29.549011,42.389008,22.621887,47.71991,-15.0,-15.526619,-13.541664,-16.047455,-14.207176,38.09317,23.625578,22.996239,51.312256,4.1049805,51.308002,39.71,40.0,50.12,50.0,39.88,40.0,3.4882812
2024-08-13 05:44:29,29.644653,42.389008,22.685822,47.75463,-15.0,-15.526619,-13.541664,-16.047455,-14.207176,37.984665,22.989004,23.34346,51.275635,4.102051,51.308002,39.6,40.0,50.12,50.0,39.93,40.0,3.5474539
2024-08-13 05:44:30,29.612762,42.49637,22.65384,47.69676,-15.0,-15.526619,-13.541664,-16.047455,-14.207176,37.991898,22.71412,23.191551,51.342773,4.107422,51.308002,39.77,40.0,50.18,50.0,39.93,40.0,3.5474539
2024-08-13 05:44:31,29.676544,42.415863,22.65384,47.78935,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,38.085938,23.480902,22.497107,51.293945,4.1035156,51.308002,39.82,40.0,50.12,50.0,39.93,40.0,3.517868
2024-08-13 05:44:32,29.612762,42.469543,22.65384,47.77778,-15.0,-15.526619,-13.541664,-16.07639,-14.221645,37.984665,23.82089,22.706886,51.33667,4.1069336,51.308002,39.77,40.0,50.18,50.0,40.05,40.0,3.5770397
2024-08-13 05:44:33,29.612762,42.442688,22.589935,47.743053,-15.0,-15.526619,-13.541664,-16.047455,-14.221645,37.984665,23.676214,23.690683,51.312256,4.1049805,51.308002,39.77,40.0,50.18,50.0,40.05,40.0,3.5474539
2024-08-13 05:44:34,29.580872,42.49637,22.65384,47.77778,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,38.085938,23.292824,23.791956,51.28784,4.1030273,51.308002,39.82,40.0,50.12,50.0,40.05,40.0,3.517868
2024-08-13 05:44:35,29.612762,42.49637,22.685822,47.8125,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,37.984665,24.016203,23.791956,51.31836,4.1054688,51.308002,39.82,40.0,50.18,50.0,40.1,40.0,3.517868
2024-08-13 05:44:36,29.549011,42.36212,22.65384,47.766205,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,37.984665,23.37963,22.996239,51.275635,4.102051,51.308002,39.93,40.0,50.12,50.0,40.1,40.0,3.5770397
2024-08-13 05:44:37,29.549011,42.389008,22.557953,47.75463,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,38.085938,23.28559,23.386864,51.330566,4.1064453,51.308002,39.88,40.0,50.18,50.0,40.1,40.0,3.517868
2024-08-13 05:44:38,29.580872,42.30844,22.65384,47.77778,-15.0,-15.526619,-13.556133,-16.07639,-14.236111,37.984665,22.612848,23.58941,51.257324,4.100586,51.308002,40.05,40.0,50.12,50.0,40.22,40.0,3.4882812
2024-08-13 05:44:39,29.580872,42.20105,22.589935,47.77778,-15.0,-15.526619,-13.556133,-16.07639,-14.221645,37.991898,23.61111,22.699652,51.342773,4.107422,51.308002,39.93,40.0,50.18,50.0,40.22,40.0,3.5474539
2024-08-13 05:44:40,29.48523,42.09366,22.526031,47.69676,-15.0,-15.526619,-13.556133,-16.07639,-14.236111,38.085938,23.690683,23.249422,51.28784,4.1030273,51.308002,39.93,40.0,50.12,50.0,40.16,40.0,3.5770397
2024-08-13 05:44:41,29.549011,42.25476,22.65384,47.858795,-15.0,-15.526619,-13.556133,-16.047455,-14.221645,38.18721,23.517073,23.596643,51.312256,4.1049805,51.308002,40.1,40.0,50.18,50.0,40.16,40.0,3.517868
2024-08-13 05:44:42,29.48523,42.14737,22.526031,47.824074,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,37.984665,22.815393,23.806423,51.30005,4.104004,51.308002,40.05,40.0,50.12,50.0,40.22,40.0,3.5770397
2024-08-13 05:44:43,29.453339,42.120514,22.621887,47.73148,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,38.18721,23.89323,23.191551,51.306152,4.104492,51.308002,40.16,40.0,50.12,50.0,40.22,40.0,3.517868
2024-08-13 05:44:44,29.48523,42.09366,22.589935,47.75463,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,38.09317,23.090277,23.191551,51.293945,4.1035156,51.308002,40.1,40.0,50.12,50.0,40.22,40.0,3.429109
2024-08-13 05:44:45,29.772186,42.039948,22.589935,47.800926,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,38.085938,23.191551,23.408566,51.28174,4.102539,51.308002,40.22,40.0,50.18,50.0,40.33,40.0,3.5770397
2024-08-13 05:44:46,30.898468,42.281616,22.526031,47.73148,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,38.09317,22.887732,23.58941,51.312256,4.1049805,51.308002,40.22,40.0,50.18,50.0,40.33,40.0,3.5770397
2024-08-13 05:44:47,33.497253,43.596985,21.918701,47.71991,-15.0,-15.526619,-13.556133,-16.047455,-14.236111,38.18721,23.791956,22.996239,51.275635,4.102051,51.308002,40.22,40.0,50.12,50.0,40.27,40.0,3.4586954
2024-08-13 05:44:48,31.687042,43.328583,21.598999,47.766205,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.085938,23.70515,23.191551,51.33667,4.1069336,51.308002,40.22,40.0,50.18,50.0,40.33,40.0,3.5474539
2024-08-13 05:44:49,24.02774,34.168518,21.535065,47.708336,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.085938,22.989004,23.596643,51.28174,4.102539,51.308002,40.27,40.0,50.12,50.0,40.27,40.0,3.5770397
2024-08-13 05:44:50,23.868042,26.614105,21.567017,47.685184,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,23.394098,23.690683,51.324463,4.105957,51.308002,40.33,40.0,50.18,50.0,40.27,40.0,3.4586954
2024-08-13 05:44:51,27.25235,38.280914,22.781677,47.75463,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.0353,23.4375,23.220486,51.275635,4.102051,51.308002,40.33,40.0,50.18,50.0,40.33,40.0,3.5770397
2024-08-13 05:44:52,31.132141,42.630615,22.685822,47.708336,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.085938,23.28559,23.386864,51.31836,4.1054688,51.308002,40.33,40.0,50.12,50.0,40.33,40.0,3.5474539
2024-08-13 05:44:53,27.858582,41.637207,21.662964,47.73148,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,23.184317,23.770254,51.293945,4.1035156,51.308002,40.44,40.0,50.18,50.0,40.33,40.0,3.517868
2024-08-13 05:44:54,26.326813,38.834686,21.854767,47.743053,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,37.984665,23.668982,23.386864,51.28784,4.1030273,51.308002,40.33,40.0,50.18,50.0,40.33,40.0,3.4882812
2024-08-13 05:44:55,33.99344,43.301727,21.630981,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.085938,24.001736,23.148148,51.33667,4.1069336,51.308002,40.5,40.0,50.12,50.0,40.5,40.0,3.5770397
2024-08-13 05:44:56,24.219421,42.013123,21.343231,47.75463,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.09317,23.885996,23.300058,51.28174,4.102539,51.308002,40.44,40.0,50.18,50.0,40.44,40.0,3.517868
2024-08-13 05:44:57,23.676361,25.879913,21.279266,47.743053,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,37.991898,22.815393,23.292824,51.330566,4.1064453,51.308002,40.55,40.0,50.12,50.0,40.44,40.0,3.517868
2024-08-13 05:44:58,23.612457,25.560669,21.343231,47.766205,-15.0,-15.4976845,-13.570602,-16.047455,-14.25058,38.057003,23.191551,23.292824,51.275635,4.102051,51.308002,40.5,40.0,50.12,50.0,40.44,40.0,3.5770397
2024-08-13 05:44:59,23.612457,25.656433,21.311249,47.73148,-15.0,-15.4976845,-13.570602,-16.047455,-14.25058,38.18721,23.191551,23.097511,51.312256,4.1049805,51.308002,40.5,40.0,50.12,50.0,40.44,40.0,3.4882812
2024-08-13 05:45:00,23.580505,25.624542,21.311249,47.743053,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,23.191551,23.488136,51.275635,4.102051,51.308002,40.55,40.0,50.18,50.0,40.44,40.0,3.517868
2024-08-13 05:45:01,23.83612,28.368988,21.375214,47.766205,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.078705,23.090277,23.690683,51.330566,4.1064453,51.308002,40.61,40.0,50.12,50.0,40.44,40.0,3.5474539
2024-08-13 05:45:02,23.931946,28.209503,21.439148,47.63889,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,23.791956,23.488136,51.28174,4.102539,51.308002,40.55,40.0,50.18,50.0,40.5,40.0,3.5474539
2024-08-13 05:45:03,23.83612,26.805573,21.407166,47.78935,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.085938,24.00897,23.994503,51.330566,4.1064453,51.308002,40.66,40.0,50.18,50.0,40.55,40.0,3.429109
2024-08-13 05:45:04,26.773682,37.843628,22.49408,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.09317,23.582176,23.596643,51.31836,4.1054688,51.308002,40.66,40.0,50.12,50.0,40.55,40.0,3.5770397
2024-08-13 05:45:05,29.51712,41.153778,21.567017,47.685184,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,22.612848,23.097511,51.306152,4.104492,51.308002,40.61,40.0,50.12,50.0,40.55,40.0,3.5474539
2024-08-13 05:45:06,23.868042,32.884247,21.439148,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.179977,22.815393,22.916668,51.293945,4.1035156,51.308002,40.61,40.0,50.18,50.0,40.55,40.0,3.4586954
2024-08-13 05:45:07,27.411896,40.11685,22.557953,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.085938,22.989004,22.786457,51.28174,4.102539,51.308002,40.66,40.0,50.06,50.0,40.61,40.0,3.5474539
2024-08-13 05:45:08,31.628662,42.227936,22.749725,47.71991,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.085938,23.292824,23.791956,51.312256,4.1049805,51.308002,40.61,40.0,50.12,50.0,40.55,40.0,3.5770397
2024-08-13 05:45:09,31.190552,42.65747,21.598999,47.83565,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,22.996239,23.690683,51.275635,4.102051,51.308002,40.55,40.0,50.12,50.0,40.61,40.0,3.4586954
2024-08-13 05:45:10,24.698486,37.960236,21.279266,47.743053,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.09317,24.31279,23.791956,51.324463,4.105957,51.308002,40.5,40.0,50.12,50.0,40.55,40.0,3.5474539
2024-08-13 05:45:11,23.740234,25.78418,21.375214,47.73148,-15.0,-15.526619,-13.556133,-16.07639,-14.236111,38.09317,24.117477,23.987268,51.30005,4.104004,51.308002,40.44,40.0,50.12,50.0,40.55,40.0,3.5474539
2024-08-13 05:45:12,23.708282,30.781586,21.311249,47.766205,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.18721,23.734085,23.885996,51.324463,4.105957,51.308002,40.33,40.0,50.12,50.0,40.55,40.0,3.517868
2024-08-13 05:45:13,26.326813,38.280914,21.918701,47.743053,-15.0,-15.526619,-13.570602,-16.07639,-14.25058,38.057003,22.902199,23.58941,51.293945,4.1035156,51.308002,40.22,40.0,50.18,50.0,40.5,40.0,3.517868
2024-08-13 05:45:14,29.708435,41.932587,21.4711,47.77778,-15.0,-15.526619,-13.570602,-16.07639,-14.25058,38.085938,22.815393,22.301794,51.306152,4.104492,51.308002,40.16,40.0,50.12,50.0,40.5,40.0,3.5474539
2024-08-13 05:45:15,24.155548,40.46643,21.375214,47.8125,-15.0,-15.526619,-13.570602,-16.07639,-14.25058,38.18721,22.887732,22.916668,51.306152,4.104492,51.308002,40.05,40.0,50.18,50.0,40.27,40.0,3.517868
2024-08-13 05:45:16,27.53952,39.62152,22.65384,47.78935,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.085938,23.090277,23.394098,51.28174,4.102539,51.308002,40.1,40.0,50.12,50.0,40.27,40.0,3.517868
2024-08-13 05:45:17,30.810822,42.14737,22.142456,47.708336,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.085938,23.777489,23.502605,51.312256,4.1049805,51.308002,39.82,40.0,50.18,50.0,40.16,40.0,3.5770397
2024-08-13 05:45:18,31.89148,45.26068,21.535065,47.71991,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.18721,24.016203,23.394098,51.263428,4.101074,51.308002,39.82,40.0,50.12,50.0,40.1,40.0,3.517868
2024-08-13 05:45:19,25.049805,42.55008,21.375214,47.766205,-15.0,-15.526619,-13.570602,-16.07639,-14.236111,38.085938,24.414062,23.89323,51.342773,4.107422,51.308002,39.6,40.0,50.18,50.0,39.88,40.0,3.4882812
2024-08-13 05:45:20,23.804169,26.358765,21.375214,47.708336,-15.0,-15.526619,-13.570602,-16.07639,-14.25058,38.18721,23.061342,23.690683,51.28784,4.1030273,51.308002,39.71,40.0,50.12,50.0,39.82,40.0,3.5474539
2024-08-13 05:45:21,23.83612,25.847992,21.439148,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,23.292824,23.256655,51.33667,4.1069336,51.308002,39.71,40.0,50.12,50.0,39.77,40.0,3.5474539
2024-08-13 05:45:22,23.772186,25.720306,21.279266,47.77778,-15.0,-15.526619,-13.570602,-16.047455,-14.236111,38.085938,23.090277,22.497107,51.245117,4.0996094,51.308002,39.54,40.0,50.12,50.0,39.77,40.0,3.517868
2024-08-13 05:45:23,23.740234,25.720306,21.375214,47.71991,-15.0,-15.526619,-13.585072,-16.047455,-14.236111,38.085938,22.815393,23.097511,51.31836,4.1054688,51.308002,39.54,40.0,50.12,50.0,39.77,40.0,3.5770397
2024-08-13 05:45:24,23.740234,25.720306,21.375214,47.8125,-15.0,-15.526619,-13.570602,-16.047455,-14.25058,38.18721,22.894964,23.307293,51.293945,4.1035156,51.308002,39.54,40.0,50.06,50.0,39.77,40.0,3.5474539
2024-08-13 05:45:25,23.740234,25.752228,21.247284,47.67361,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.085938,24.211515,23.394098,51.30005,4.104004,51.308002,39.54,40.0,50.12,50.0,39.77,40.0,3.429109
2024-08-13 05:45:26,23.708282,25.720306,21.247284,47.75463,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.085938,24.211515,23.712385,51.312256,4.1049805,51.308002,39.54,40.0,50.12,50.0,39.77,40.0,3.5770397
2024-08-13 05:45:27,23.708282,25.688385,21.279266,47.69676,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.179977,24.175348,23.885996,51.30005,4.104004,51.308002,39.6,40.0,50.12,50.0,39.77,40.0,3.5770397
2024-08-13 05:45:28,23.740234,25.720306,21.215332,47.71991,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.12934,23.090277,23.668982,51.306152,4.104492,51.308002,39.6,40.0,50.18,50.0,39.77,40.0,3.4882812
2024-08-13 05:45:29,23.772186,25.720306,21.247284,47.73148,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.085938,23.488136,23.386864,51.275635,4.102051,51.308002,39.6,40.0,50.12,50.0,39.71,40.0,3.5474539
2024-08-13 05:45:30,23.804169,25.78418,21.407166,47.71991,-15.0,-15.526619,-13.585072,-16.07639,-14.25058,38.18721,22.989004,22.793692,51.324463,4.105957,51.308002,39.71,40.0,50.06,50.0,39.82,40.0,3.5770397
2024-08-13 05:45:31,23.772186,25.879913,21.375214,47.71991,-15.0,-15.526619,-13.585072,-16.07639,-14.25058,38.194447,22.71412,23.191551,51.257324,4.100586,51.308002,39.71,40.0,50.18,50.0,39.77,40.0,3.517868
2024-08-13 05:45:32,23.740234,25.720306,21.407166,47.69676,-15.0,-15.526619,-13.585072,-16.047455,-14.236111,38.085938,22.815393,23.097511,51.33667,4.1069336,51.308002,39.77,40.0,50.06,50.0,39.77,40.0,3.5770397
2024-08-13 05:45:33,23.804169,25.847992,21.375214,47.685184,-15.0,-15.526619,-13.585072,-16.07639,-14.236111,38.18721,24.016203,23.191551,51.28174,4.102539,51.308002,39.71,40.0,50.12,50.0,39.82,40.0,3.5474539
2024-08-13 05:45:34,23.708282,25.656433,21.343231,47.61574,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.18721,24.515335,24.001736,51.330566,4.1064453,51.308002,39.77,40.0,50.18,50.0,39.82,40.0,3.517868
2024-08-13 05:45:35,23.772186,25.81607,21.407166,47.75463,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.085938,23.89323,23.89323,51.30005,4.104004,51.308002,39.77,40.0,50.06,50.0,39.82,40.0,3.5770397
2024-08-13 05:45:36,23.804169,25.688385,21.311249,47.67361,-15.0,-15.526619,-13.585072,-16.047455,-14.25058,38.085938,23.191551,23.885996,51.31836,4.1054688,51.308002,39.71,40.0,50.12,50.0,39.88,40.0,3.5770397
